Date,City,Province,RTLBCI
2021-05-31,Barrie, Ontario ,158.5
2021-05-31,London, Ontario ,144.03
2021-05-31,Milton, Ontario ,182.88
2021-05-31,Toronto, Ontario ,151.24
2021-05-31,Kingston, Ontario ,213.32
2021-05-31,Kanata, Ontario ,188.06
2021-05-31,Guelph, Ontario ,190.3
2021-05-31,Oshawa, Ontario ,176.07
2021-05-31,Windsor, Ontario ,178.01
2021-05-31,Winnipeg, Manitoba ,179.28
2021-05-31,Saskatoon, Saskatchewan ,146.01
2021-05-31,Regina, Saskatchewan ,246.1
2021-05-31,Calgary, Alberta ,173.31
2021-05-31,Edmonton, Alberta ,198.68
2021-05-31,Abbotsford, British Columbia ,243.53
2021-05-31,Kelowna, British Columbia ,240.95
2021-05-31,White Rock, British Columbia ,242.69
2021-05-31,Vancouver, British Columbia ,161.42
2021-05-31,Victoria, British Columbia ,209.41
2021-06-07,St. John's, Newfoundland ,335.93
2021-06-07,Halifax, Nova Scotia ,208.3
2021-06-07,Moncton, New Brunswick ,270.08
2021-06-07,Quebec, Quebec ,231.29
2021-06-07,Trois-Rivieres, Quebec ,218.06
2021-06-07,Sherbrooke, Quebec ,215.74
2021-06-07,Montreal, Quebec ,217.18
2021-06-07,Ottawa, Ontario ,136.09
2021-06-07,Hamilton, Ontario ,160.24
2021-06-07,Kitchener, Ontario ,189.28
2021-06-07,St. Catharines - Niagara Falls, Ontario ,200.6
2021-06-07,Barrie, Ontario ,201.67
2021-06-07,London, Ontario ,147.94
2021-06-07,Milton, Ontario ,191.28
2021-06-07,Toronto, Ontario ,161.38
2021-06-07,Kingston, Ontario ,229.29
2021-06-07,Kanata, Ontario ,193.52
2021-06-07,Guelph, Ontario ,191.61
2021-06-07,Oshawa, Ontario ,180.75
2021-06-07,Windsor, Ontario ,167.66
2021-06-07,Winnipeg, Manitoba ,179.57
2021-06-07,Saskatoon, Saskatchewan ,152.8
2021-06-07,Regina, Saskatchewan ,247.43
2021-06-07,Calgary, Alberta ,180.19
2021-06-07,Edmonton, Alberta ,207.46
2021-06-07,Abbotsford, British Columbia ,244.07
2021-06-07,Kelowna, British Columbia ,247.09
2021-06-07,White Rock, British Columbia ,259.84
2021-06-07,Vancouver, British Columbia ,164.74
2021-06-07,Victoria, British Columbia ,215.28
2021-06-14,St. John's, Newfoundland ,362.32
2021-06-14,Halifax, Nova Scotia ,189.2
2021-06-14,Moncton, New Brunswick ,286.6
2021-06-14,Quebec, Quebec ,246.6
2021-06-14,Trois-Rivieres, Quebec ,228.51
2021-06-14,Sherbrooke, Quebec ,232.36
2021-06-14,Montreal, Quebec ,245.71
2021-06-14,Ottawa, Ontario ,147.23
2021-06-14,Hamilton, Ontario ,169.66
2021-06-14,Kitchener, Ontario ,177.81
2021-06-14,St. Catharines - Niagara Falls, Ontario ,238.02
2021-06-14,Barrie, Ontario ,208.2
2021-06-14,London, Ontario ,166.16
2021-06-14,Milton, Ontario ,198.58
2021-06-14,Toronto, Ontario ,169.71
2021-06-14,Kingston, Ontario ,246.25
2021-06-14,Kanata, Ontario ,220.17
2021-06-14,Guelph, Ontario ,200.98
2021-06-14,Oshawa, Ontario ,190.26
2021-06-14,Windsor, Ontario ,178.12
2021-06-14,Winnipeg, Manitoba ,195.59
2021-06-14,Saskatoon, Saskatchewan ,167.81
2021-06-14,Regina, Saskatchewan ,257.64
2021-06-14,Calgary, Alberta ,198.62
2021-06-14,Edmonton, Alberta ,209.22
2021-06-14,Abbotsford, British Columbia ,253.12
2021-06-14,Kelowna, British Columbia ,241.6
2021-06-14,White Rock, British Columbia ,263.34
2021-06-14,Vancouver, British Columbia ,176.04
2021-06-14,Victoria, British Columbia ,218.65
2021-06-21,St. John's, Newfoundland ,349.71
2021-06-21,Halifax, Nova Scotia ,174.91
2021-06-21,Moncton, New Brunswick ,266.02
2021-06-21,Quebec, Quebec ,212.14
2021-06-21,Trois-Rivieres, Quebec ,210.35
2021-06-21,Sherbrooke, Quebec ,218.12
2021-06-21,Montreal, Quebec ,249
2021-06-21,Ottawa, Ontario ,181.94
2021-06-21,Hamilton, Ontario ,160.18
2021-06-21,Kitchener, Ontario ,199.28
2021-06-21,St. Catharines - Niagara Falls, Ontario ,205.86
2021-06-21,Barrie, Ontario ,194.82
2021-06-21,London, Ontario ,160.74
2021-06-21,Milton, Ontario ,194.31
2021-06-21,Toronto, Ontario ,168.56
2021-06-21,Kingston, Ontario ,235.21
2021-06-21,Kanata, Ontario ,223.61
2021-06-21,Guelph, Ontario ,203.03
2021-06-21,Oshawa, Ontario ,190.67
2021-06-21,Windsor, Ontario ,181.11
2021-06-21,Winnipeg, Manitoba ,193.03
2021-06-21,Saskatoon, Saskatchewan ,174.6
2021-06-21,Regina, Saskatchewan ,257.4
2021-06-21,Calgary, Alberta ,196.05
2021-06-21,Edmonton, Alberta ,188.45
2021-06-21,Abbotsford, British Columbia ,251.43
2021-06-21,Kelowna, British Columbia ,241.72
2021-06-21,White Rock, British Columbia ,256.26
2021-06-21,Vancouver, British Columbia ,176.17
2021-06-21,Victoria, British Columbia ,198.15
2021-06-28,St. John's, Newfoundland ,366.53
2021-06-28,Halifax, Nova Scotia ,176.17
2021-06-28,Moncton, New Brunswick ,260.74
2021-06-28,Quebec, Quebec ,178.72
2021-06-28,Trois-Rivieres, Quebec ,213.35
2021-06-28,Sherbrooke, Quebec ,203.53
2021-06-28,Montreal, Quebec ,188.96
2021-06-28,Ottawa, Ontario ,188.15
2021-06-28,Hamilton, Ontario ,161.04
2021-06-28,Kitchener, Ontario ,171.41
2021-06-28,St. Catharines - Niagara Falls, Ontario ,190.25
2021-06-28,Barrie, Ontario ,188.77
2021-06-28,London, Ontario ,162.31
2021-06-28,Milton, Ontario ,196.67
2021-06-28,Toronto, Ontario ,161.64
2021-06-28,Kingston, Ontario ,224.87
2021-06-28,Kanata, Ontario ,218.26
2021-06-28,Guelph, Ontario ,197.72
2021-06-28,Oshawa, Ontario ,188.82
2021-06-28,Windsor, Ontario ,179.22
2021-06-28,Winnipeg, Manitoba ,185.22
2021-06-28,Saskatoon, Saskatchewan ,159.22
2021-06-28,Regina, Saskatchewan ,258.92
2021-06-28,Calgary, Alberta ,199.1
2021-06-28,Edmonton, Alberta ,189.93
2021-06-28,Abbotsford, British Columbia ,248.01
2021-06-28,Kelowna, British Columbia ,241.54
2021-06-28,White Rock, British Columbia ,242.69
2021-06-28,Vancouver, British Columbia ,179.74
2021-06-28,Victoria, British Columbia ,182.75
2021-07-05,St. John's, Newfoundland ,316.41
2021-07-05,Halifax, Nova Scotia ,170.75
2021-07-05,Moncton, New Brunswick ,262.45
2021-07-05,Quebec, Quebec ,206.65
2021-07-05,Trois-Rivieres, Quebec ,221.73
2021-07-05,Sherbrooke, Quebec ,235.3
2021-07-05,Montreal, Quebec ,211.27
2021-07-05,Ottawa, Ontario ,207.03
2021-07-05,Hamilton, Ontario ,156.74
2021-07-05,Kitchener, Ontario ,180.08
2021-07-05,St. Catharines - Niagara Falls, Ontario ,183.04
2021-07-05,Barrie, Ontario ,198.22
2021-07-05,London, Ontario ,156.32
2021-07-05,Milton, Ontario ,188.58
2021-07-05,Toronto, Ontario ,170.54
2021-07-05,Kingston, Ontario ,206.78
2021-07-05,Kanata, Ontario ,204.81
2021-07-05,Guelph, Ontario ,196.22
2021-07-05,Oshawa, Ontario ,183.59
2021-07-05,Windsor, Ontario ,177.11
2021-07-05,Winnipeg, Manitoba ,185.85
2021-07-05,Saskatoon, Saskatchewan ,146.39
2021-07-05,Regina, Saskatchewan ,241.21
2021-07-05,Calgary, Alberta ,195.77
2021-07-05,Edmonton, Alberta ,190.7
2021-07-05,Abbotsford, British Columbia ,235.15
2021-07-05,Kelowna, British Columbia ,262.68
2021-07-05,White Rock, British Columbia ,243.93
2021-07-05,Vancouver, British Columbia ,182.93
2021-07-05,Victoria, British Columbia ,183.7
2021-07-12,St. John's, Newfoundland ,280.28
2021-07-12,Halifax, Nova Scotia ,191.15
2021-07-12,Moncton, New Brunswick ,287.84
2021-07-12,Quebec, Quebec ,199.28
2021-07-12,Trois-Rivieres, Quebec ,200.49
2021-07-12,Sherbrooke, Quebec ,237.31
2021-07-12,Montreal, Quebec ,206.03
2021-07-12,Ottawa, Ontario ,195.65
2021-07-12,Hamilton, Ontario ,163.26
2021-07-12,Kitchener, Ontario ,182.76
2021-07-12,St. Catharines - Niagara Falls, Ontario ,211.1
2021-07-12,Barrie, Ontario ,185.54
2021-07-12,London, Ontario ,156.29
2021-07-12,Milton, Ontario ,210.03
2021-07-12,Toronto, Ontario ,148.26
2021-07-12,Kingston, Ontario ,225.16
2021-07-12,Kanata, Ontario ,232.11
2021-07-12,Guelph, Ontario ,216.73
2021-07-12,Oshawa, Ontario ,208.5
2021-07-12,Windsor, Ontario ,182.48
2021-07-12,Winnipeg, Manitoba ,206.9
2021-07-12,Saskatoon, Saskatchewan ,173.59
2021-07-12,Regina, Saskatchewan ,265.05
2021-07-12,Calgary, Alberta ,205.54
2021-07-12,Edmonton, Alberta ,203.01
2021-07-12,Abbotsford, British Columbia ,266.32
2021-07-12,Kelowna, British Columbia ,256.63
2021-07-12,White Rock, British Columbia ,253.1
2021-07-12,Vancouver, British Columbia ,194.48
2021-07-12,Victoria, British Columbia ,205.73
2021-07-19,St. John's, Newfoundland ,250.42
2021-07-19,Halifax, Nova Scotia ,185.49
2021-07-19,Moncton, New Brunswick ,267.4
2021-07-19,Quebec, Quebec ,179.8
2021-07-19,Trois-Rivieres, Quebec ,202.71
2021-07-19,Sherbrooke, Quebec ,224.92
2021-07-19,Montreal, Quebec ,202.85
2021-07-19,Ottawa, Ontario ,200.98
2021-07-19,Hamilton, Ontario ,156.93
2021-07-19,Kitchener, Ontario ,145.24
2021-07-19,St. Catharines - Niagara Falls, Ontario ,207.34
2021-07-19,Barrie, Ontario ,208.75
2021-07-19,London, Ontario ,153.79
2021-07-19,Milton, Ontario ,208.12
2021-07-19,Toronto, Ontario ,172.42
2021-07-19,Kingston, Ontario ,225.64
2021-07-19,Kanata, Ontario ,215.71
2021-07-19,Guelph, Ontario ,208.79
2021-07-19,Oshawa, Ontario ,192.78
2021-07-19,Windsor, Ontario ,184.38
2021-07-19,Winnipeg, Manitoba ,204.46
2021-07-19,Saskatoon, Saskatchewan ,182.75
2021-07-19,Regina, Saskatchewan ,261.09
2021-07-19,Calgary, Alberta ,197.54
2021-07-19,Edmonton, Alberta ,204.71
2021-07-19,Abbotsford, British Columbia ,258.92
2021-07-19,Kelowna, British Columbia ,264.91
2021-07-19,White Rock, British Columbia ,249.77
2021-07-19,Vancouver, British Columbia ,190.33
2021-07-19,Victoria, British Columbia ,197.17
2021-07-26,St. John's, Newfoundland ,243.19
2021-07-26,Halifax, Nova Scotia ,179.46
2021-07-26,Moncton, New Brunswick ,253.54
2021-07-26,Quebec, Quebec ,212.68
2021-07-26,Trois-Rivieres, Quebec ,208.51
2021-07-26,Sherbrooke, Quebec ,199.47
2021-07-26,Montreal, Quebec ,224.94
2021-07-26,Ottawa, Ontario ,211.78
2021-07-26,Hamilton, Ontario ,155.75
2021-07-26,Kitchener, Ontario ,131.58
2021-07-26,St. Catharines - Niagara Falls, Ontario ,206.9
2021-07-26,Barrie, Ontario ,209.2
2021-07-26,London, Ontario ,153.82
2021-07-26,Milton, Ontario ,203.42
2021-07-26,Toronto, Ontario ,174.42
2021-07-26,Kingston, Ontario ,235.44
2021-07-26,Kanata, Ontario ,211.71
2021-07-26,Guelph, Ontario ,217.35
2021-07-26,Oshawa, Ontario ,194.93
2021-07-26,Windsor, Ontario ,191.11
2021-07-26,Winnipeg, Manitoba ,198.95
2021-07-26,Saskatoon, Saskatchewan ,156.18
2021-07-26,Regina, Saskatchewan ,242.65
2021-07-26,Calgary, Alberta ,218.41
2021-07-26,Edmonton, Alberta ,213.11
2021-07-26,Abbotsford, British Columbia ,248.04
2021-07-26,Kelowna, British Columbia ,263.11
2021-07-26,White Rock, British Columbia ,245.15
2021-07-26,Vancouver, British Columbia ,187.73
2021-07-26,Victoria, British Columbia ,193.51
2021-08-02,St. John's, Newfoundland ,238.62
2021-08-02,Halifax, Nova Scotia ,191.25
2021-08-02,Moncton, New Brunswick ,285.92
2021-08-02,Quebec, Quebec ,232.49
2021-08-02,Trois-Rivieres, Quebec ,230.61
2021-08-02,Sherbrooke, Quebec ,243.86
2021-08-02,Montreal, Quebec ,242.34
2021-08-02,Ottawa, Ontario ,215.33
2021-08-02,Hamilton, Ontario ,163.93
2021-08-02,Kitchener, Ontario ,160.48
2021-08-02,St. Catharines - Niagara Falls, Ontario ,210.59
2021-08-02,Barrie, Ontario ,194
2021-08-02,London, Ontario ,179.56
2021-08-02,Milton, Ontario ,207.43
2021-08-02,Toronto, Ontario ,173.43
2021-08-02,Kingston, Ontario ,230.81
2021-08-02,Kanata, Ontario ,220.09
2021-08-02,Guelph, Ontario ,209.05
2021-08-02,Oshawa, Ontario ,192.72
2021-08-02,Windsor, Ontario ,183.24
2021-08-02,Winnipeg, Manitoba ,198.49
2021-08-02,Saskatoon, Saskatchewan ,175.32
2021-08-02,Regina, Saskatchewan ,258.62
2021-08-02,Calgary, Alberta ,220.43
2021-08-02,Edmonton, Alberta ,205.72
2021-08-02,Abbotsford, British Columbia ,258.81
2021-08-02,Kelowna, British Columbia ,253.42
2021-08-02,White Rock, British Columbia ,237.81
2021-08-02,Vancouver, British Columbia ,188.86
2021-08-02,Victoria, British Columbia ,200.31
2021-08-09,St. John's, Newfoundland ,208
2021-08-09,Halifax, Nova Scotia ,169.33
2021-08-09,Moncton, New Brunswick ,250.39
2021-08-09,Quebec, Quebec ,237.38
2021-08-09,Trois-Rivieres, Quebec ,222.16
2021-08-09,Sherbrooke, Quebec ,239.61
2021-08-09,Montreal, Quebec ,214.06
2021-08-09,Ottawa, Ontario ,206.08
2021-08-09,Hamilton, Ontario ,168.72
2021-08-09,Kitchener, Ontario ,161.56
2021-08-09,St. Catharines - Niagara Falls, Ontario ,202.41
2021-08-09,Barrie, Ontario ,214.25
2021-08-09,London, Ontario ,164.67
2021-08-09,Milton, Ontario ,202.56
2021-08-09,Toronto, Ontario ,169.78
2021-08-09,Kingston, Ontario ,228.66
2021-08-09,Kanata, Ontario ,214.88
2021-08-09,Guelph, Ontario ,211.42
2021-08-09,Oshawa, Ontario ,184.28
2021-08-09,Windsor, Ontario ,184.26
2021-08-09,Winnipeg, Manitoba ,206.59
2021-08-09,Saskatoon, Saskatchewan ,196.81
2021-08-09,Regina, Saskatchewan ,246.77
2021-08-09,Calgary, Alberta ,216.1
2021-08-09,Edmonton, Alberta ,211.45
2021-08-09,Abbotsford, British Columbia ,258.31
2021-08-09,Kelowna, British Columbia ,214.24
2021-08-09,White Rock, British Columbia ,253.54
2021-08-09,Vancouver, British Columbia ,195.82
2021-08-09,Victoria, British Columbia ,202.94
2021-08-16,St. John's, Newfoundland ,246.61
2021-08-16,Halifax, Nova Scotia ,190.65
2021-08-16,Moncton, New Brunswick ,281.72
2021-08-16,Quebec, Quebec ,250.27
2021-08-16,Trois-Rivieres, Quebec ,227.37
2021-08-16,Sherbrooke, Quebec ,244.47
2021-08-16,Montreal, Quebec ,211.34
2021-08-16,Ottawa, Ontario ,219.56
2021-08-16,Hamilton, Ontario ,177.28
2021-08-16,Kitchener, Ontario ,164.69
2021-08-16,St. Catharines - Niagara Falls, Ontario ,223.98
2021-08-16,Barrie, Ontario ,207.71
2021-08-16,London, Ontario ,181.39
2021-08-16,Milton, Ontario ,229.78
2021-08-16,Toronto, Ontario ,177.68
2021-08-16,Kingston, Ontario ,244.26
2021-08-16,Kanata, Ontario ,247.27
2021-08-16,Guelph, Ontario ,224.15
2021-08-16,Oshawa, Ontario ,218.92
2021-08-16,Windsor, Ontario ,212.03
2021-08-16,Winnipeg, Manitoba ,216.66
2021-08-16,Saskatoon, Saskatchewan ,234.3
2021-08-16,Regina, Saskatchewan ,258.47
2021-08-16,Calgary, Alberta ,233.19
2021-08-16,Edmonton, Alberta ,228.33
2021-08-16,Abbotsford, British Columbia ,269.35
2021-08-16,Kelowna, British Columbia ,228.55
2021-08-16,White Rock, British Columbia ,268.11
2021-08-16,Vancouver, British Columbia ,205.92
2021-08-16,Victoria, British Columbia ,204.48
2021-08-23,St. John's, Newfoundland ,286.02
2021-08-23,Halifax, Nova Scotia ,199.85
2021-08-23,Moncton, New Brunswick ,310.97
2021-08-23,Quebec, Quebec ,277.55
2021-08-23,Trois-Rivieres, Quebec ,243.75
2021-08-23,Sherbrooke, Quebec ,268.95
2021-08-23,Montreal, Quebec ,194.9
2021-08-23,Ottawa, Ontario ,226.02
2021-08-23,Hamilton, Ontario ,166.2
2021-08-23,Kitchener, Ontario ,167.11
2021-08-23,St. Catharines - Niagara Falls, Ontario ,238.53
2021-08-23,Barrie, Ontario ,231.22
2021-08-23,London, Ontario ,183.43
2021-08-23,Milton, Ontario ,230.01
2021-08-23,Toronto, Ontario ,186.13
2021-08-23,Kingston, Ontario ,250.63
2021-08-23,Kanata, Ontario ,238.68
2021-08-23,Guelph, Ontario ,225.23
2021-08-23,Oshawa, Ontario ,209.84
2021-08-23,Windsor, Ontario ,209.8
2021-08-23,Winnipeg, Manitoba ,216.71
2021-08-23,Saskatoon, Saskatchewan ,188.93
2021-08-23,Regina, Saskatchewan ,311.72
2021-08-23,Calgary, Alberta ,235.31
2021-08-23,Edmonton, Alberta ,247.79
2021-08-23,Abbotsford, British Columbia ,291.33
2021-08-23,Kelowna, British Columbia ,240.19
2021-08-23,White Rock, British Columbia ,281.44
2021-08-23,Vancouver, British Columbia ,214.54
2021-08-23,Victoria, British Columbia ,207.84
2021-08-30,St. John's, Newfoundland ,295.69
2021-08-30,Halifax, Nova Scotia ,196.14
2021-08-30,Moncton, New Brunswick ,322.53
2021-08-30,Quebec, Quebec ,283.43
2021-08-30,Trois-Rivieres, Quebec ,280.66
2021-08-30,Sherbrooke, Quebec ,282.92
2021-08-30,Montreal, Quebec ,239.49
2021-08-30,Ottawa, Ontario ,231.31
2021-08-30,Hamilton, Ontario ,163.62
2021-08-30,Kitchener, Ontario ,173.81
2021-08-30,St. Catharines - Niagara Falls, Ontario ,238.66
2021-08-30,Barrie, Ontario ,194.48
2021-08-30,London, Ontario ,189.13
2021-08-30,Milton, Ontario ,225.18
2021-08-30,Toronto, Ontario ,179.55
2021-08-30,Kingston, Ontario ,270.19
2021-08-30,Kanata, Ontario ,242.33
2021-08-30,Guelph, Ontario ,235.81
2021-08-30,Oshawa, Ontario ,218.7
2021-08-30,Windsor, Ontario ,210.78
2021-08-30,Winnipeg, Manitoba ,229.89
2021-08-30,Saskatoon, Saskatchewan ,190.08
2021-08-30,Regina, Saskatchewan ,302.57
2021-08-30,Calgary, Alberta ,251.22
2021-08-30,Edmonton, Alberta ,251.14
2021-08-30,Abbotsford, British Columbia ,294.9
2021-08-30,Kelowna, British Columbia ,232.56
2021-08-30,White Rock, British Columbia ,284.03
2021-08-30,Vancouver, British Columbia ,213.68
2021-08-30,Victoria, British Columbia ,214.2
2021-09-06,St. John's, Newfoundland ,340.99
2021-09-06,Halifax, Nova Scotia ,195.21
2021-09-06,Moncton, New Brunswick ,343.78
2021-09-06,Quebec, Quebec ,273.26
2021-09-06,Trois-Rivieres, Quebec ,276.33
2021-09-06,Sherbrooke, Quebec ,324.11
2021-09-06,Montreal, Quebec ,196
2021-09-06,Ottawa, Ontario ,211.64
2021-09-06,Hamilton, Ontario ,180.71
2021-09-06,Kitchener, Ontario ,179.9
2021-09-06,St. Catharines - Niagara Falls, Ontario ,247.47
2021-09-06,Barrie, Ontario ,195.34
2021-09-06,London, Ontario ,194.9
2021-09-06,Milton, Ontario ,244.27
2021-09-06,Toronto, Ontario ,185.06
2021-09-06,Kingston, Ontario ,279.03
2021-09-06,Kanata, Ontario ,273.03
2021-09-06,Guelph, Ontario ,238.71
2021-09-06,Oshawa, Ontario ,223.71
2021-09-06,Windsor, Ontario ,210.35
2021-09-06,Winnipeg, Manitoba ,243.76
2021-09-06,Saskatoon, Saskatchewan ,212
2021-09-06,Regina, Saskatchewan ,302.67
2021-09-06,Calgary, Alberta ,243.89
2021-09-06,Edmonton, Alberta ,240.03
2021-09-06,Abbotsford, British Columbia ,289.68
2021-09-06,Kelowna, British Columbia ,254.59
2021-09-06,White Rock, British Columbia ,272.52
2021-09-06,Vancouver, British Columbia ,211.48
2021-09-06,Victoria, British Columbia ,222.47
2021-09-13,St. John's, Newfoundland ,369.61
2021-09-13,Halifax, Nova Scotia ,205.72
2021-09-13,Moncton, New Brunswick ,348.71
2021-09-13,Quebec, Quebec ,262.45
2021-09-13,Trois-Rivieres, Quebec ,295.97
2021-09-13,Sherbrooke, Quebec ,320.26
2021-09-13,Montreal, Quebec ,193.27
2021-09-13,Ottawa, Ontario ,214.35
2021-09-13,Hamilton, Ontario ,177.19
2021-09-13,Kitchener, Ontario ,183.53
2021-09-13,St. Catharines - Niagara Falls, Ontario ,221.31
2021-09-13,Barrie, Ontario ,199.18
2021-09-13,London, Ontario ,173.87
2021-09-13,Milton, Ontario ,255.11
2021-09-13,Toronto, Ontario ,180.49
2021-09-13,Kingston, Ontario ,267.53
2021-09-13,Kanata, Ontario ,276.89
2021-09-13,Guelph, Ontario ,219.87
2021-09-13,Oshawa, Ontario ,214.02
2021-09-13,Windsor, Ontario ,211.92
2021-09-13,Winnipeg, Manitoba ,236.38
2021-09-13,Saskatoon, Saskatchewan ,185.92
2021-09-13,Regina, Saskatchewan ,298.57
2021-09-13,Calgary, Alberta ,232.02
2021-09-13,Edmonton, Alberta ,227.3
2021-09-13,Abbotsford, British Columbia ,281.72
2021-09-13,Kelowna, British Columbia ,265.55
2021-09-13,White Rock, British Columbia ,277.07
2021-09-13,Vancouver, British Columbia ,212.18
2021-09-13,Victoria, British Columbia ,215.18
2021-09-20,St. John's, Newfoundland ,421.31
2021-09-20,Halifax, Nova Scotia ,210.09
2021-09-20,Moncton, New Brunswick ,379.38
2021-09-20,Quebec, Quebec ,297.46
2021-09-20,Trois-Rivieres, Quebec ,323.79
2021-09-20,Sherbrooke, Quebec ,362.33
2021-09-20,Montreal, Quebec ,214.5
2021-09-20,Ottawa, Ontario ,208.52
2021-09-20,Hamilton, Ontario ,183.93
2021-09-20,Kitchener, Ontario ,205.46
2021-09-20,St. Catharines - Niagara Falls, Ontario ,240.9
2021-09-20,Barrie, Ontario ,209.13
2021-09-20,London, Ontario ,181.75
2021-09-20,Milton, Ontario ,261.96
2021-09-20,Toronto, Ontario ,187.53
2021-09-20,Kingston, Ontario ,283.03
2021-09-20,Kanata, Ontario ,277.33
2021-09-20,Guelph, Ontario ,240.02
2021-09-20,Oshawa, Ontario ,218.94
2021-09-20,Windsor, Ontario ,220.28
2021-09-20,Winnipeg, Manitoba ,247.66
2021-09-20,Saskatoon, Saskatchewan ,180.88
2021-09-20,Regina, Saskatchewan ,318.65
2021-09-20,Calgary, Alberta ,229.5
2021-09-20,Edmonton, Alberta ,232.28
2021-09-20,Abbotsford, British Columbia ,313.02
2021-09-20,Kelowna, British Columbia ,283.08
2021-09-20,White Rock, British Columbia ,297.65
2021-09-20,Vancouver, British Columbia ,216.82
2021-09-20,Victoria, British Columbia ,232.51
2021-09-27,St. John's, Newfoundland ,371.78
2021-09-27,Halifax, Nova Scotia ,195.68
2021-09-27,Moncton, New Brunswick ,312
2021-09-27,Quebec, Quebec ,233.63
2021-09-27,Trois-Rivieres, Quebec ,277.48
2021-09-27,Sherbrooke, Quebec ,287.1
2021-09-27,Montreal, Quebec ,198.45
2021-09-27,Ottawa, Ontario ,189.9
2021-09-27,Hamilton, Ontario ,168.91
2021-09-27,Kitchener, Ontario ,187.75
2021-09-27,St. Catharines - Niagara Falls, Ontario ,216.2
2021-09-27,Barrie, Ontario ,186.38
2021-09-27,London, Ontario ,178.93
2021-09-27,Milton, Ontario ,243.78
2021-09-27,Toronto, Ontario ,173.48
2021-09-27,Kingston, Ontario ,251.76
2021-09-27,Kanata, Ontario ,238.41
2021-09-27,Guelph, Ontario ,222.93
2021-09-27,Oshawa, Ontario ,207.33
2021-09-27,Windsor, Ontario ,199.22
2021-09-27,Winnipeg, Manitoba ,226.26
2021-09-27,Saskatoon, Saskatchewan ,173.03
2021-09-27,Regina, Saskatchewan ,293.44
2021-09-27,Calgary, Alberta ,194.05
2021-09-27,Edmonton, Alberta ,216.36
2021-09-27,Abbotsford, British Columbia ,299.37
2021-09-27,Kelowna, British Columbia ,274.23
2021-09-27,White Rock, British Columbia ,283.1
2021-09-27,Vancouver, British Columbia ,209.08
2021-09-27,Victoria, British Columbia ,215.14
2021-10-04,St. John's, Newfoundland ,397.14
2021-10-04,Halifax, Nova Scotia ,178.51
2021-10-04,Moncton, New Brunswick ,314.14
2021-10-04,Quebec, Quebec ,246.29
2021-10-04,Trois-Rivieres, Quebec ,273.22
2021-10-04,Sherbrooke, Quebec ,263.58
2021-10-04,Montreal, Quebec ,227.66
2021-10-04,Ottawa, Ontario ,184.43
2021-10-04,Hamilton, Ontario ,159.08
2021-10-04,Kitchener, Ontario ,241.5
2021-10-04,St. Catharines - Niagara Falls, Ontario ,206.15
2021-10-04,Barrie, Ontario ,184.68
2021-10-04,London, Ontario ,167.86
2021-10-04,Milton, Ontario ,223.27
2021-10-04,Toronto, Ontario ,174.41
2021-10-04,Kingston, Ontario ,246.39
2021-10-04,Kanata, Ontario ,239.82
2021-10-04,Guelph, Ontario ,199.49
2021-10-04,Oshawa, Ontario ,206.86
2021-10-04,Windsor, Ontario ,208.28
2021-10-04,Winnipeg, Manitoba ,222.12
2021-10-04,Saskatoon, Saskatchewan ,174.99
2021-10-04,Regina, Saskatchewan ,290.69
2021-10-04,Calgary, Alberta ,196.72
2021-10-04,Edmonton, Alberta ,210.37
2021-10-04,Abbotsford, British Columbia ,280.03
2021-10-04,Kelowna, British Columbia ,253.17
2021-10-04,White Rock, British Columbia ,255.67
2021-10-04,Vancouver, British Columbia ,187.24
2021-10-04,Victoria, British Columbia ,207.99
2021-10-11,St. John's, Newfoundland ,376.11
2021-10-11,Halifax, Nova Scotia ,189.73
2021-10-11,Moncton, New Brunswick ,302.66
2021-10-11,Quebec, Quebec ,270.57
2021-10-11,Trois-Rivieres, Quebec ,282.11
2021-10-11,Sherbrooke, Quebec ,268.01
2021-10-11,Montreal, Quebec ,227.95
2021-10-11,Ottawa, Ontario ,192.06
2021-10-11,Hamilton, Ontario ,159.61
2021-10-11,Kitchener, Ontario ,236.47
2021-10-11,St. Catharines - Niagara Falls, Ontario ,219.9
2021-10-11,Barrie, Ontario ,194.96
2021-10-11,London, Ontario ,186.82
2021-10-11,Milton, Ontario ,247.24
2021-10-11,Toronto, Ontario ,174.01
2021-10-11,Kingston, Ontario ,273.93
2021-10-11,Kanata, Ontario ,249.53
2021-10-11,Guelph, Ontario ,220.51
2021-10-11,Oshawa, Ontario ,208.59
2021-10-11,Windsor, Ontario ,212.33
2021-10-11,Winnipeg, Manitoba ,231.18
2021-10-11,Saskatoon, Saskatchewan ,158.98
2021-10-11,Regina, Saskatchewan ,278.04
2021-10-11,Calgary, Alberta ,211.83
2021-10-11,Edmonton, Alberta ,217.49
2021-10-11,Abbotsford, British Columbia ,282.78
2021-10-11,Kelowna, British Columbia ,242.2
2021-10-11,White Rock, British Columbia ,260.12
2021-10-11,Vancouver, British Columbia ,194.99
2021-10-11,Victoria, British Columbia ,209.3
2021-10-18,St. John's, Newfoundland ,388.25
2021-10-18,Halifax, Nova Scotia ,194.47
2021-10-18,Moncton, New Brunswick ,304.63
2021-10-18,Quebec, Quebec ,259.96
2021-10-18,Trois-Rivieres, Quebec ,282.55
2021-10-18,Sherbrooke, Quebec ,271.53
