Date,City,Province,RTLBCI
2022-05-23,Kitchener, Ontario ,245.94
2022-05-23,St. Catharines - Niagara Falls, Ontario ,236.65
2022-05-23,Barrie, Ontario ,227.84
2022-05-23,London, Ontario ,212.33
2022-05-23,Milton, Ontario ,254.21
2022-05-23,Toronto, Ontario ,214.15
2022-05-23,Kingston, Ontario ,262.3
2022-05-23,Kanata, Ontario ,298.77
2022-05-23,Guelph, Ontario ,235.08
2022-05-23,Oshawa, Ontario ,234.55
2022-05-23,Windsor, Ontario ,232.62
2022-05-23,Winnipeg, Manitoba ,260.72
2022-05-23,Saskatoon, Saskatchewan ,205.42
2022-05-23,Regina, Saskatchewan ,293.55
2022-05-23,Calgary, Alberta ,328.06
2022-05-23,Edmonton, Alberta ,302.63
2022-05-23,Abbotsford, British Columbia ,292.73
2022-05-23,Kelowna, British Columbia ,283.1
2022-05-23,White Rock, British Columbia ,307.5
2022-05-23,Vancouver, British Columbia ,212.87
2022-05-23,Victoria, British Columbia ,227.66
2022-05-30,St. John's, Newfoundland ,465.66
2022-05-30,Halifax, Nova Scotia ,269.17
2022-05-30,Moncton, New Brunswick ,294.11
2022-05-30,Quebec, Quebec ,361.05
2022-05-30,Trois-Rivieres, Quebec ,263.56
2022-05-30,Sherbrooke, Quebec ,310.94
2022-05-30,Montreal, Quebec ,255.72
2022-05-30,Ottawa, Ontario ,183.07
2022-05-30,Hamilton, Ontario ,188.21
2022-05-30,Kitchener, Ontario ,259.66
2022-05-30,St. Catharines - Niagara Falls, Ontario ,245.83
2022-05-30,Barrie, Ontario ,225.69
2022-05-30,London, Ontario ,200.37
2022-05-30,Milton, Ontario ,256.41
2022-05-30,Toronto, Ontario ,213
2022-05-30,Kingston, Ontario ,266.25
2022-05-30,Kanata, Ontario ,294.71
2022-05-30,Guelph, Ontario ,248.06
2022-05-30,Oshawa, Ontario ,232.03
2022-05-30,Windsor, Ontario ,245.34
2022-05-30,Winnipeg, Manitoba ,256.16
2022-05-30,Saskatoon, Saskatchewan ,197.74
2022-05-30,Regina, Saskatchewan ,321.74
2022-05-30,Calgary, Alberta ,318.08
2022-05-30,Edmonton, Alberta ,303.36
2022-05-30,Abbotsford, British Columbia ,305.78
2022-05-30,Kelowna, British Columbia ,307.62
2022-05-30,White Rock, British Columbia ,302.98
2022-05-30,Vancouver, British Columbia ,212.22
2022-05-30,Victoria, British Columbia ,216.98
2022-06-06,St. John's, Newfoundland ,479.54
2022-06-06,Halifax, Nova Scotia ,286.66
2022-06-06,Moncton, New Brunswick ,322.77
2022-06-06,Quebec, Quebec ,311.62
2022-06-06,Trois-Rivieres, Quebec ,266.9
2022-06-06,Sherbrooke, Quebec ,343.65
2022-06-06,Montreal, Quebec ,255.57
2022-06-06,Ottawa, Ontario ,186.54
2022-06-06,Hamilton, Ontario ,182.66
2022-06-06,Kitchener, Ontario ,260.48
2022-06-06,St. Catharines - Niagara Falls, Ontario ,232.54
2022-06-06,Barrie, Ontario ,235.32
2022-06-06,London, Ontario ,218.38
2022-06-06,Milton, Ontario ,266.83
2022-06-06,Toronto, Ontario ,228.98
2022-06-06,Kingston, Ontario ,278.04
2022-06-06,Kanata, Ontario ,272.48
2022-06-06,Guelph, Ontario ,248.89
2022-06-06,Oshawa, Ontario ,240.93
2022-06-06,Windsor, Ontario ,253.07
2022-06-06,Winnipeg, Manitoba ,266.96
2022-06-06,Saskatoon, Saskatchewan ,190.21
2022-06-06,Regina, Saskatchewan ,344.75
2022-06-06,Calgary, Alberta ,316.02
2022-06-06,Edmonton, Alberta ,299.45
2022-06-06,Abbotsford, British Columbia ,305.19
2022-06-06,Kelowna, British Columbia ,297.33
2022-06-06,White Rock, British Columbia ,331.79
2022-06-06,Vancouver, British Columbia ,215.23
2022-06-06,Victoria, British Columbia ,219.85
2022-06-13,St. John's, Newfoundland ,578.25
2022-06-13,Halifax, Nova Scotia ,292.23
2022-06-13,Moncton, New Brunswick ,318.23
2022-06-13,Quebec, Quebec ,296.44
2022-06-13,Trois-Rivieres, Quebec ,261.91
2022-06-13,Sherbrooke, Quebec ,358.79
2022-06-13,Montreal, Quebec ,262.49
2022-06-13,Ottawa, Ontario ,194.69
2022-06-13,Hamilton, Ontario ,194.57
2022-06-13,Kitchener, Ontario ,251.55
2022-06-13,St. Catharines - Niagara Falls, Ontario ,271.27
2022-06-13,Barrie, Ontario ,243.46
2022-06-13,London, Ontario ,226.7
2022-06-13,Milton, Ontario ,269.53
2022-06-13,Toronto, Ontario ,235.18
2022-06-13,Kingston, Ontario ,282.67
2022-06-13,Kanata, Ontario ,289.49
2022-06-13,Guelph, Ontario ,251.23
2022-06-13,Oshawa, Ontario ,240.11
2022-06-13,Windsor, Ontario ,265.17
2022-06-13,Winnipeg, Manitoba ,269.36
2022-06-13,Saskatoon, Saskatchewan ,202.31
2022-06-13,Regina, Saskatchewan ,341.1
2022-06-13,Calgary, Alberta ,316.92
2022-06-13,Edmonton, Alberta ,284.51
2022-06-13,Abbotsford, British Columbia ,314.67
2022-06-13,Kelowna, British Columbia ,317.49
2022-06-13,White Rock, British Columbia ,340.58
2022-06-13,Vancouver, British Columbia ,233.27
2022-06-13,Victoria, British Columbia ,254.01
2022-06-20,St. John's, Newfoundland ,500.85
2022-06-20,Halifax, Nova Scotia ,266.7
2022-06-20,Moncton, New Brunswick ,292.24
2022-06-20,Quebec, Quebec ,247.94
2022-06-20,Trois-Rivieres, Quebec ,253.96
2022-06-20,Sherbrooke, Quebec ,336.06
2022-06-20,Montreal, Quebec ,246.53
2022-06-20,Ottawa, Ontario ,214.57
2022-06-20,Hamilton, Ontario ,168.74
2022-06-20,Kitchener, Ontario ,262.24
2022-06-20,St. Catharines - Niagara Falls, Ontario ,233.73
2022-06-20,Barrie, Ontario ,232.16
2022-06-20,London, Ontario ,206.15
2022-06-20,Milton, Ontario ,258.42
2022-06-20,Toronto, Ontario ,222.65
2022-06-20,Kingston, Ontario ,267.28
2022-06-20,Kanata, Ontario ,260.66
2022-06-20,Guelph, Ontario ,246.14
2022-06-20,Oshawa, Ontario ,230.08
2022-06-20,Windsor, Ontario ,261.43
2022-06-20,Winnipeg, Manitoba ,266.22
2022-06-20,Saskatoon, Saskatchewan ,209.62
2022-06-20,Regina, Saskatchewan ,297.67
2022-06-20,Calgary, Alberta ,321.02
2022-06-20,Edmonton, Alberta ,251.12
2022-06-20,Abbotsford, British Columbia ,302.18
2022-06-20,Kelowna, British Columbia ,309.01
2022-06-20,White Rock, British Columbia ,314.36
2022-06-20,Vancouver, British Columbia ,219.11
2022-06-20,Victoria, British Columbia ,232.29
2022-06-27,St. John's, Newfoundland ,477.97
2022-06-27,Halifax, Nova Scotia ,267.27
2022-06-27,Moncton, New Brunswick ,292.53
2022-06-27,Quebec, Quebec ,224.43
2022-06-27,Trois-Rivieres, Quebec ,241.13
2022-06-27,Sherbrooke, Quebec ,291.73
2022-06-27,Montreal, Quebec ,209.8
2022-06-27,Ottawa, Ontario ,225.05
2022-06-27,Hamilton, Ontario ,180.06
2022-06-27,Kitchener, Ontario ,270.42
2022-06-27,St. Catharines - Niagara Falls, Ontario ,209.53
2022-06-27,Barrie, Ontario ,262.4
2022-06-27,London, Ontario ,219.49
2022-06-27,Milton, Ontario ,257.25
2022-06-27,Toronto, Ontario ,219.85
2022-06-27,Kingston, Ontario ,277.26
2022-06-27,Kanata, Ontario ,257.47
2022-06-27,Guelph, Ontario ,238.48
2022-06-27,Oshawa, Ontario ,226.95
2022-06-27,Windsor, Ontario ,257.55
2022-06-27,Winnipeg, Manitoba ,246.14
2022-06-27,Saskatoon, Saskatchewan ,165.62
2022-06-27,Regina, Saskatchewan ,308.95
2022-06-27,Calgary, Alberta ,309.55
2022-06-27,Edmonton, Alberta ,265.29
2022-06-27,Abbotsford, British Columbia ,304.53
2022-06-27,Kelowna, British Columbia ,300.51
2022-06-27,White Rock, British Columbia ,321.3
2022-06-27,Vancouver, British Columbia ,221.25
2022-06-27,Victoria, British Columbia ,217.74
2022-07-04,St. John's, Newfoundland ,362.86
2022-07-04,Halifax, Nova Scotia ,252
2022-07-04,Moncton, New Brunswick ,290.4
2022-07-04,Quebec, Quebec ,225.59
2022-07-04,Trois-Rivieres, Quebec ,252.14
2022-07-04,Sherbrooke, Quebec ,336
2022-07-04,Montreal, Quebec ,216.67
2022-07-04,Ottawa, Ontario ,234.43
2022-07-04,Hamilton, Ontario ,175.14
2022-07-04,Kitchener, Ontario ,271.41
2022-07-04,St. Catharines - Niagara Falls, Ontario ,220.91
2022-07-04,Barrie, Ontario ,234.88
2022-07-04,London, Ontario ,198.46
2022-07-04,Milton, Ontario ,235.64
2022-07-04,Toronto, Ontario ,216.83
2022-07-04,Kingston, Ontario ,243.08
2022-07-04,Kanata, Ontario ,249.4
2022-07-04,Guelph, Ontario ,221.95
2022-07-04,Oshawa, Ontario ,214.59
2022-07-04,Windsor, Ontario ,224.98
2022-07-04,Winnipeg, Manitoba ,244.82
2022-07-04,Saskatoon, Saskatchewan ,175.07
2022-07-04,Regina, Saskatchewan ,291.38
2022-07-04,Calgary, Alberta ,289.6
2022-07-04,Edmonton, Alberta ,248.67
2022-07-04,Abbotsford, British Columbia ,285.5
2022-07-04,Kelowna, British Columbia ,307.29
2022-07-04,White Rock, British Columbia ,299.55
2022-07-04,Vancouver, British Columbia ,217.23
2022-07-04,Victoria, British Columbia ,213.17
2022-07-11,St. John's, Newfoundland ,319.09
2022-07-11,Halifax, Nova Scotia ,255.29
2022-07-11,Moncton, New Brunswick ,295.44
2022-07-11,Quebec, Quebec ,235.02
2022-07-11,Trois-Rivieres, Quebec ,245.65
2022-07-11,Sherbrooke, Quebec ,324.83
2022-07-11,Montreal, Quebec ,215.87
2022-07-11,Ottawa, Ontario ,212.92
2022-07-11,Hamilton, Ontario ,173.25
2022-07-11,Kitchener, Ontario ,257.91
2022-07-11,St. Catharines - Niagara Falls, Ontario ,223.98
2022-07-11,Barrie, Ontario ,199.89
2022-07-11,London, Ontario ,198
2022-07-11,Milton, Ontario ,258.55
2022-07-11,Toronto, Ontario ,208.7
2022-07-11,Kingston, Ontario ,257.89
2022-07-11,Kanata, Ontario ,259.53
2022-07-11,Guelph, Ontario ,231.3
2022-07-11,Oshawa, Ontario ,221.48
2022-07-11,Windsor, Ontario ,241.79
2022-07-11,Winnipeg, Manitoba ,252.71
2022-07-11,Saskatoon, Saskatchewan ,203.27
2022-07-11,Regina, Saskatchewan ,313.46
2022-07-11,Calgary, Alberta ,311.5
2022-07-11,Edmonton, Alberta ,255.25
2022-07-11,Abbotsford, British Columbia ,313.11
2022-07-11,Kelowna, British Columbia ,278.48
2022-07-11,White Rock, British Columbia ,291.82
2022-07-11,Vancouver, British Columbia ,211.77
2022-07-11,Victoria, British Columbia ,220.06
2022-07-18,St. John's, Newfoundland ,289.05
2022-07-18,Halifax, Nova Scotia ,253.86
2022-07-18,Moncton, New Brunswick ,290.56
2022-07-18,Quebec, Quebec ,206.53
2022-07-18,Trois-Rivieres, Quebec ,240.61
2022-07-18,Sherbrooke, Quebec ,297.45
2022-07-18,Montreal, Quebec ,214.75
2022-07-18,Ottawa, Ontario ,222.85
2022-07-18,Hamilton, Ontario ,176.11
2022-07-18,Kitchener, Ontario ,279.93
2022-07-18,St. Catharines - Niagara Falls, Ontario ,233.93
2022-07-18,Barrie, Ontario ,229.21
2022-07-18,London, Ontario ,205.3
2022-07-18,Milton, Ontario ,258.39
2022-07-18,Toronto, Ontario ,215.22
2022-07-18,Kingston, Ontario ,254.81
2022-07-18,Kanata, Ontario ,246.38
2022-07-18,Guelph, Ontario ,227.29
2022-07-18,Oshawa, Ontario ,216.25
2022-07-18,Windsor, Ontario ,250.24
2022-07-18,Winnipeg, Manitoba ,259.8
2022-07-18,Saskatoon, Saskatchewan ,201.83
2022-07-18,Regina, Saskatchewan ,292.1
2022-07-18,Calgary, Alberta ,306.57
2022-07-18,Edmonton, Alberta ,243.39
2022-07-18,Abbotsford, British Columbia ,303.77
2022-07-18,Kelowna, British Columbia ,276.54
2022-07-18,White Rock, British Columbia ,317.5
2022-07-18,Vancouver, British Columbia ,220.08
2022-07-18,Victoria, British Columbia ,224.71
2022-07-25,St. John's, Newfoundland ,284.21
2022-07-25,Halifax, Nova Scotia ,251.36
2022-07-25,Moncton, New Brunswick ,274.88
2022-07-25,Quebec, Quebec ,193.09
2022-07-25,Trois-Rivieres, Quebec ,245.42
2022-07-25,Sherbrooke, Quebec ,283.9
2022-07-25,Montreal, Quebec ,250.08
2022-07-25,Ottawa, Ontario ,221.18
2022-07-25,Hamilton, Ontario ,171.84
2022-07-25,Kitchener, Ontario ,246.82
2022-07-25,St. Catharines - Niagara Falls, Ontario ,225.47
2022-07-25,Barrie, Ontario ,221.9
2022-07-25,London, Ontario ,203.58
2022-07-25,Milton, Ontario ,235.77
2022-07-25,Toronto, Ontario ,215.42
2022-07-25,Kingston, Ontario ,267.93
2022-07-25,Kanata, Ontario ,241.14
2022-07-25,Guelph, Ontario ,232.26
2022-07-25,Oshawa, Ontario ,219.69
2022-07-25,Windsor, Ontario ,257.99
2022-07-25,Winnipeg, Manitoba ,262.18
2022-07-25,Saskatoon, Saskatchewan ,186.51
2022-07-25,Regina, Saskatchewan ,280.95
2022-07-25,Calgary, Alberta ,299.15
2022-07-25,Edmonton, Alberta ,255.82
2022-07-25,Abbotsford, British Columbia ,292.08
2022-07-25,Kelowna, British Columbia ,276.78
2022-07-25,White Rock, British Columbia ,317.12
2022-07-25,Vancouver, British Columbia ,216.45
2022-07-25,Victoria, British Columbia ,210.43
2022-08-01,St. John's, Newfoundland ,282.91
2022-08-01,Halifax, Nova Scotia ,267.33
2022-08-01,Moncton, New Brunswick ,305.95
2022-08-01,Quebec, Quebec ,206.8
2022-08-01,Trois-Rivieres, Quebec ,250.34
2022-08-01,Sherbrooke, Quebec ,309.59
2022-08-01,Montreal, Quebec ,272.32
2022-08-01,Ottawa, Ontario ,235.03
2022-08-01,Hamilton, Ontario ,188.62
2022-08-01,Kitchener, Ontario ,264.24
2022-08-01,St. Catharines - Niagara Falls, Ontario ,231.68
2022-08-01,Barrie, Ontario ,222.61
2022-08-01,London, Ontario ,212.4
2022-08-01,Milton, Ontario ,242.04
2022-08-01,Toronto, Ontario ,215.13
2022-08-01,Kingston, Ontario ,265.08
2022-08-01,Kanata, Ontario ,252.73
2022-08-01,Guelph, Ontario ,227.01
2022-08-01,Oshawa, Ontario ,214.69
2022-08-01,Windsor, Ontario ,284.57
2022-08-01,Winnipeg, Manitoba ,254.29
2022-08-01,Saskatoon, Saskatchewan ,208.95
2022-08-01,Regina, Saskatchewan ,303.68
2022-08-01,Calgary, Alberta ,310.88
2022-08-01,Edmonton, Alberta ,253.62
2022-08-01,Abbotsford, British Columbia ,297.72
2022-08-01,Kelowna, British Columbia ,293.94
2022-08-01,White Rock, British Columbia ,305.1
2022-08-01,Vancouver, British Columbia ,214.21
2022-08-01,Victoria, British Columbia ,211.65
2022-08-08,St. John's, Newfoundland ,264.99
2022-08-08,Halifax, Nova Scotia ,242.17
2022-08-08,Moncton, New Brunswick ,283.29
2022-08-08,Quebec, Quebec ,245.78
2022-08-08,Trois-Rivieres, Quebec ,259.16
2022-08-08,Sherbrooke, Quebec ,286.62
2022-08-08,Montreal, Quebec ,234.47
2022-08-08,Ottawa, Ontario ,228.59
2022-08-08,Hamilton, Ontario ,175.47
2022-08-08,Kitchener, Ontario ,278.46
2022-08-08,St. Catharines - Niagara Falls, Ontario ,224.26
2022-08-08,Barrie, Ontario ,211.11
2022-08-08,London, Ontario ,191.51
2022-08-08,Milton, Ontario ,238.08
2022-08-08,Toronto, Ontario ,213.36
2022-08-08,Kingston, Ontario ,252.52
2022-08-08,Kanata, Ontario ,243.13
2022-08-08,Guelph, Ontario ,224.63
2022-08-08,Oshawa, Ontario ,202.38
2022-08-08,Windsor, Ontario ,251.91
2022-08-08,Winnipeg, Manitoba ,267.87
2022-08-08,Saskatoon, Saskatchewan ,225.59
2022-08-08,Regina, Saskatchewan ,281.43
2022-08-08,Calgary, Alberta ,300.35
2022-08-08,Edmonton, Alberta ,260.61
2022-08-08,Abbotsford, British Columbia ,309.45
2022-08-08,Kelowna, British Columbia ,259.21
2022-08-08,White Rock, British Columbia ,329.05
2022-08-08,Vancouver, British Columbia ,221.55
2022-08-08,Victoria, British Columbia ,216.74
2022-08-15,St. John's, Newfoundland ,292.16
2022-08-15,Halifax, Nova Scotia ,263.66
2022-08-15,Moncton, New Brunswick ,309.94
2022-08-15,Quebec, Quebec ,263.83
2022-08-15,Trois-Rivieres, Quebec ,253.49
2022-08-15,Sherbrooke, Quebec ,320.57
2022-08-15,Montreal, Quebec ,254.04
2022-08-15,Ottawa, Ontario ,245.82
2022-08-15,Hamilton, Ontario ,179.85
2022-08-15,Kitchener, Ontario ,279.36
2022-08-15,St. Catharines - Niagara Falls, Ontario ,249.07
2022-08-15,Barrie, Ontario ,218.21
2022-08-15,London, Ontario ,214.26
2022-08-15,Milton, Ontario ,272.94
2022-08-15,Toronto, Ontario ,222.13
2022-08-15,Kingston, Ontario ,286.59
2022-08-15,Kanata, Ontario ,285.63
2022-08-15,Guelph, Ontario ,245.98
2022-08-15,Oshawa, Ontario ,238.84
2022-08-15,Windsor, Ontario ,296.99
2022-08-15,Winnipeg, Manitoba ,289.58
2022-08-15,Saskatoon, Saskatchewan ,277.92
2022-08-15,Regina, Saskatchewan ,275.78
2022-08-15,Calgary, Alberta ,323.03
2022-08-15,Edmonton, Alberta ,264.02
2022-08-15,Abbotsford, British Columbia ,335.25
2022-08-15,Kelowna, British Columbia ,281.18
2022-08-15,White Rock, British Columbia ,343.21
2022-08-15,Vancouver, British Columbia ,235.7
2022-08-15,Victoria, British Columbia ,238.72
2022-08-22,St. John's, Newfoundland ,324.75
2022-08-22,Halifax, Nova Scotia ,277.36
2022-08-22,Moncton, New Brunswick ,336.51
2022-08-22,Quebec, Quebec ,300.48
2022-08-22,Trois-Rivieres, Quebec ,288.9
2022-08-22,Sherbrooke, Quebec ,300.13
2022-08-22,Montreal, Quebec ,249.33
2022-08-22,Ottawa, Ontario ,256.02
2022-08-22,Hamilton, Ontario ,199.11
2022-08-22,Kitchener, Ontario ,270.58
2022-08-22,St. Catharines - Niagara Falls, Ontario ,263.75
2022-08-22,Barrie, Ontario ,240.72
2022-08-22,London, Ontario ,234.6
2022-08-22,Milton, Ontario ,271.78
2022-08-22,Toronto, Ontario ,233.11
2022-08-22,Kingston, Ontario ,294.47
2022-08-22,Kanata, Ontario ,279.59
2022-08-22,Guelph, Ontario ,247.67
2022-08-22,Oshawa, Ontario ,233.25
2022-08-22,Windsor, Ontario ,302.85
2022-08-22,Winnipeg, Manitoba ,287.74
2022-08-22,Saskatoon, Saskatchewan ,227.85
2022-08-22,Regina, Saskatchewan ,345.94
2022-08-22,Calgary, Alberta ,334.28
2022-08-22,Edmonton, Alberta ,270.12
2022-08-22,Abbotsford, British Columbia ,349.31
2022-08-22,Kelowna, British Columbia ,316.25
2022-08-22,White Rock, British Columbia ,350.9
2022-08-22,Vancouver, British Columbia ,244.38
2022-08-22,Victoria, British Columbia ,238.79
2022-08-29,St. John's, Newfoundland ,342.66
2022-08-29,Halifax, Nova Scotia ,281.25
2022-08-29,Moncton, New Brunswick ,386.78
2022-08-29,Quebec, Quebec ,309.52
2022-08-29,Trois-Rivieres, Quebec ,336.58
2022-08-29,Sherbrooke, Quebec ,321.7
2022-08-29,Montreal, Quebec ,273.51
2022-08-29,Ottawa, Ontario ,248.5
2022-08-29,Hamilton, Ontario ,187.33
2022-08-29,Kitchener, Ontario ,266.11
2022-08-29,St. Catharines - Niagara Falls, Ontario ,260.71
2022-08-29,Barrie, Ontario ,206.39
2022-08-29,London, Ontario ,228.08
2022-08-29,Milton, Ontario ,273.99
2022-08-29,Toronto, Ontario ,226.23
2022-08-29,Kingston, Ontario ,315.39
2022-08-29,Kanata, Ontario ,287.59
2022-08-29,Guelph, Ontario ,262.94
2022-08-29,Oshawa, Ontario ,238.49
2022-08-29,Windsor, Ontario ,293.32
2022-08-29,Winnipeg, Manitoba ,310.67
2022-08-29,Saskatoon, Saskatchewan ,228.2
2022-08-29,Regina, Saskatchewan ,340.55
2022-08-29,Calgary, Alberta ,339.2
2022-08-29,Edmonton, Alberta ,278.84
2022-08-29,Abbotsford, British Columbia ,352.08
2022-08-29,Kelowna, British Columbia ,307.7
2022-08-29,White Rock, British Columbia ,357.01
2022-08-29,Vancouver, British Columbia ,244.03
2022-08-29,Victoria, British Columbia ,251.31
2022-09-05,St. John's, Newfoundland ,377.49
2022-09-05,Halifax, Nova Scotia ,276.54
2022-09-05,Moncton, New Brunswick ,374.41
2022-09-05,Quebec, Quebec ,305.47
2022-09-05,Trois-Rivieres, Quebec ,323.88
2022-09-05,Sherbrooke, Quebec ,363.58
2022-09-05,Montreal, Quebec ,252.7
2022-09-05,Ottawa, Ontario ,260.69
2022-09-05,Hamilton, Ontario ,206.58
2022-09-05,Kitchener, Ontario ,259.97
2022-09-05,St. Catharines - Niagara Falls, Ontario ,266.59
2022-09-05,Barrie, Ontario ,216.89
2022-09-05,London, Ontario ,237.08
2022-09-05,Milton, Ontario ,281.95
2022-09-05,Toronto, Ontario ,237.97
2022-09-05,Kingston, Ontario ,323.04
2022-09-05,Kanata, Ontario ,325.19
2022-09-05,Guelph, Ontario ,257.31
2022-09-05,Oshawa, Ontario ,246.94
2022-09-05,Windsor, Ontario ,309.6
2022-09-05,Winnipeg, Manitoba ,320.57
2022-09-05,Saskatoon, Saskatchewan ,249.9
2022-09-05,Regina, Saskatchewan ,338.43
2022-09-05,Calgary, Alberta ,338.78
2022-09-05,Edmonton, Alberta ,283.51
2022-09-05,Abbotsford, British Columbia ,351.99
2022-09-05,Kelowna, British Columbia ,331.1
2022-09-05,White Rock, British Columbia ,349.69
2022-09-05,Vancouver, British Columbia ,242.15
2022-09-05,Victoria, British Columbia ,246.75
2022-09-12,St. John's, Newfoundland ,425.43
2022-09-12,Halifax, Nova Scotia ,255.3
2022-09-12,Moncton, New Brunswick ,366.18
2022-09-12,Quebec, Quebec ,282.9
2022-09-12,Trois-Rivieres, Quebec ,340.46
2022-09-12,Sherbrooke, Quebec ,369.83
2022-09-12,Montreal, Quebec ,240.67
2022-09-12,Ottawa, Ontario ,267.25
2022-09-12,Hamilton, Ontario ,202.94
2022-09-12,Kitchener, Ontario ,228.77
2022-09-12,St. Catharines - Niagara Falls, Ontario ,256.25
2022-09-12,Barrie, Ontario ,234.93
2022-09-12,London, Ontario ,218.77
2022-09-12,Milton, Ontario ,289.21
2022-09-12,Toronto, Ontario ,243.14
2022-09-12,Kingston, Ontario ,311.05
2022-09-12,Kanata, Ontario ,318.97
2022-09-12,Guelph, Ontario ,246.87
2022-09-12,Oshawa, Ontario ,259.98
2022-09-12,Windsor, Ontario ,317.07
2022-09-12,Winnipeg, Manitoba ,323.76
2022-09-12,Saskatoon, Saskatchewan ,251.99
2022-09-12,Regina, Saskatchewan ,357.28
2022-09-12,Calgary, Alberta ,345.03
2022-09-12,Edmonton, Alberta ,288.51
2022-09-12,Abbotsford, British Columbia ,357.9
2022-09-12,Kelowna, British Columbia ,315.31
2022-09-12,White Rock, British Columbia ,349.37
2022-09-12,Vancouver, British Columbia ,243.34
2022-09-12,Victoria, British Columbia ,252.27
2022-09-19,St. John's, Newfoundland ,462.44
2022-09-19,Halifax, Nova Scotia ,261.63
2022-09-19,Moncton, New Brunswick ,402.12
2022-09-19,Quebec, Quebec ,365.29
2022-09-19,Trois-Rivieres, Quebec ,367.57
2022-09-19,Sherbrooke, Quebec ,402.27
2022-09-19,Montreal, Quebec ,237.45
2022-09-19,Ottawa, Ontario ,251.8
2022-09-19,Hamilton, Ontario ,202.8
2022-09-19,Kitchener, Ontario ,236.52
2022-09-19,St. Catharines - Niagara Falls, Ontario ,269.55
2022-09-19,Barrie, Ontario ,219.95
2022-09-19,London, Ontario ,223.76
2022-09-19,Milton, Ontario ,287.88
2022-09-19,Toronto, Ontario ,218.32
2022-09-19,Kingston, Ontario ,325.95
2022-09-19,Kanata, Ontario ,302.06
2022-09-19,Guelph, Ontario ,265.02
2022-09-19,Oshawa, Ontario ,237.38
2022-09-19,Windsor, Ontario ,305.74
2022-09-19,Winnipeg, Manitoba ,337.97
2022-09-19,Saskatoon, Saskatchewan ,239.67
2022-09-19,Regina, Saskatchewan ,369.06
2022-09-19,Calgary, Alberta ,364.23
2022-09-19,Edmonton, Alberta ,290.58
2022-09-19,Abbotsford, British Columbia ,377.64
2022-09-19,Kelowna, British Columbia ,335.33
2022-09-19,White Rock, British Columbia ,384.15
2022-09-19,Vancouver, British Columbia ,262.37
2022-09-19,Victoria, British Columbia ,270
2022-09-26,St. John's, Newfoundland ,403.21
2022-09-26,Halifax, Nova Scotia ,211.89
2022-09-26,Moncton, New Brunswick ,334.68
2022-09-26,Quebec, Quebec ,268.88
2022-09-26,Trois-Rivieres, Quebec ,315.69
2022-09-26,Sherbrooke, Quebec ,312.41
2022-09-26,Montreal, Quebec ,229.48
2022-09-26,Ottawa, Ontario ,247.73
2022-09-26,Hamilton, Ontario ,186.73
2022-09-26,Kitchener, Ontario ,233.35
2022-09-26,St. Catharines - Niagara Falls, Ontario ,246.78
2022-09-26,Barrie, Ontario ,212.1
2022-09-26,London, Ontario ,224.75
2022-09-26,Milton, Ontario ,277.11
2022-09-26,Toronto, Ontario ,217.77
2022-09-26,Kingston, Ontario ,292.3
2022-09-26,Kanata, Ontario ,273.9
2022-09-26,Guelph, Ontario ,251.55
2022-09-26,Oshawa, Ontario ,231.17
2022-09-26,Windsor, Ontario ,302.1
2022-09-26,Winnipeg, Manitoba ,312.21
2022-09-26,Saskatoon, Saskatchewan ,228.16
2022-09-26,Regina, Saskatchewan ,333.6
2022-09-26,Calgary, Alberta ,310.51
2022-09-26,Edmonton, Alberta ,276.74
2022-09-26,Abbotsford, British Columbia ,354.22
2022-09-26,Kelowna, British Columbia ,316.41
2022-09-26,White Rock, British Columbia ,361.84
2022-09-26,Vancouver, British Columbia ,242.2
2022-09-26,Victoria, British Columbia ,255.41
2022-10-03,St. John's, Newfoundland ,423.36
2022-10-03,Halifax, Nova Scotia ,209.14
2022-10-03,Moncton, New Brunswick ,366.73
2022-10-03,Quebec, Quebec ,285.26
2022-10-03,Trois-Rivieres, Quebec ,296.39
2022-10-03,Sherbrooke, Quebec ,288.79
2022-10-03,Montreal, Quebec ,254.54
2022-10-03,Ottawa, Ontario ,241.19
2022-10-03,Hamilton, Ontario ,196.37
2022-10-03,Kitchener, Ontario ,258.7
2022-10-03,St. Catharines - Niagara Falls, Ontario ,231.63
2022-10-03,Barrie, Ontario ,207.31
2022-10-03,London, Ontario ,210.51
2022-10-03,Milton, Ontario ,254.44
2022-10-03,Toronto, Ontario ,217.86
2022-10-03,Kingston, Ontario ,290.75
2022-10-03,Kanata, Ontario ,282.14
2022-10-03,Guelph, Ontario ,223.67
2022-10-03,Oshawa, Ontario ,238.85
2022-10-03,Windsor, Ontario ,304.17
2022-10-03,Winnipeg, Manitoba ,295.55
2022-10-03,Saskatoon, Saskatchewan ,221.21
2022-10-03,Regina, Saskatchewan ,330.73
2022-10-03,Calgary, Alberta ,325.04
2022-10-03,Edmonton, Alberta ,272.22
2022-10-03,Abbotsford, British Columbia ,345.15
2022-10-03,Kelowna, British Columbia ,310.63
2022-10-03,White Rock, British Columbia ,329.09
2022-10-03,Vancouver, British Columbia ,229.33
2022-10-03,Victoria, British Columbia ,258.63
2022-10-10,St. John's, Newfoundland ,424.99
2022-10-10,Halifax, Nova Scotia ,213.94
2022-10-10,Moncton, New Brunswick ,373.36
2022-10-10,Quebec, Quebec ,298.82
