GEO_NAME,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Total Population,Total Population of Men,Total Population of Women
Charlottetown,36,  15 to 64 years,64.9,65.5,64.4
Charlottetown,37,  65 years and over,19.3,18,20.7
Charlottetown,38,    85 years and over,2.2,1.6,2.7
Charlottetown,159,"    $10,000 to $19,999",6790,2935,3855
Charlottetown,160,"    $20,000 to $29,999",10355,4490,5865
Charlottetown,161,"    $30,000 to $39,999",9675,4510,5165
Charlottetown,162,"    $40,000 to $49,999",7920,3770,4155
Charlottetown,163,"    $50,000 to $59,999",6405,3050,3355
Charlottetown,164,"    $60,000 to $69,999",4750,2540,2210
Charlottetown,165,"    $70,000 to $79,999",3235,1745,1485
Charlottetown,166,"    $80,000 to $89,999",2550,1320,1230
Charlottetown,167,"    $90,000 to $99,999",1865,870,995
Charlottetown,168,"    $100,000 and over",4320,2745,1570
Charlottetown,169,"      $100,000 to $149,999",2975,1805,1170
Charlottetown,170,"      $150,000 and over",1340,945,400
Charlottetown,175,"    $10,000 to $19,999",7290,3180,4105
Charlottetown,176,"    $20,000 to $29,999",12690,5680,7005
Charlottetown,177,"    $30,000 to $39,999",11565,5535,6030
Charlottetown,178,"    $40,000 to $49,999",8990,4285,4705
Charlottetown,179,"    $50,000 to $59,999",6295,3290,3005
Charlottetown,180,"    $60,000 to $69,999",4045,2070,1980
Charlottetown,181,"    $70,000 to $79,999",2660,1330,1330
Charlottetown,182,"    $80,000 to $89,999",1365,750,620
Charlottetown,183,"    $90,000 to $99,999",770,470,300
Charlottetown,184,"    $100,000 and over",1880,1300,580
Charlottetown,185,"      $100,000 to $124,999",935,615,325
Charlottetown,186,"      $125,000 and over",945,685,260
Charlottetown,191,"    $5,000 to $9,999",4280,1935,2340
Charlottetown,192,"    $10,000 to $19,999",6460,3160,3300
Charlottetown,193,"    $20,000 to $29,999",5075,2570,2505
Charlottetown,194,"    $30,000 to $39,999",5125,2485,2640
Charlottetown,195,"    $40,000 to $49,999",4580,2300,2280
Charlottetown,196,"    $50,000 to $59,999",3925,1995,1930
Charlottetown,197,"    $60,000 to $69,999",3035,1695,1340
Charlottetown,198,"    $70,000 to $79,999",2285,1230,1055
Charlottetown,199,"    $80,000 to $89,999",1930,910,1020
Charlottetown,200,"    $90,000 to $99,999",1425,695,730
Charlottetown,201,"    $100,000 and over",3035,2000,1035
Charlottetown,202,"      $100,000 to $124,999",1490,910,580
Charlottetown,203,"      $125,000 and over",1545,1085,455
Charlottetown,262,"  $5,000 to $9,999",205,,
Charlottetown,263,"  $10,000 to $14,999",455,,
Charlottetown,264,"  $15,000 to $19,999",630,,
Charlottetown,265,"  $20,000 to $24,999",1560,,
Charlottetown,266,"  $25,000 to $29,999",1160,,
Charlottetown,267,"  $30,000 to $34,999",1220,,
Charlottetown,268,"  $35,000 to $39,999",1325,,
Charlottetown,269,"  $40,000 to $44,999",1370,,
Charlottetown,270,"  $45,000 to $49,999",1320,,
Charlottetown,271,"  $50,000 to $59,999",2760,,
Charlottetown,272,"  $60,000 to $69,999",2520,,
Charlottetown,273,"  $70,000 to $79,999",2340,,
Charlottetown,274,"  $80,000 to $89,999",2165,,
Charlottetown,275,"  $90,000 to $99,999",1980,,
Charlottetown,276,"  $100,000 and over",11550,,
Charlottetown,277,"    $100,000 to $124,999",3920,,
Charlottetown,278,"    $125,000 to $149,999",2725,,
Charlottetown,279,"    $150,000 to $199,999",2915,,
Charlottetown,280,"    $200,000 and over",2000,,
Charlottetown,283,"  $5,000 to $9,999",215,,
Charlottetown,284,"  $10,000 to $14,999",475,,
Charlottetown,285,"  $15,000 to $19,999",665,,
Charlottetown,286,"  $20,000 to $24,999",1740,,
Charlottetown,287,"  $25,000 to $29,999",1450,,
Charlottetown,288,"  $30,000 to $34,999",1460,,
Charlottetown,289,"  $35,000 to $39,999",1660,,
Charlottetown,290,"  $40,000 to $44,999",1710,,
Charlottetown,291,"  $45,000 to $49,999",1605,,
Charlottetown,292,"  $50,000 to $59,999",3130,,
Charlottetown,293,"  $60,000 to $69,999",2940,,
Charlottetown,294,"  $70,000 to $79,999",2725,,
Charlottetown,295,"  $80,000 to $89,999",2400,,
Charlottetown,296,"  $90,000 to $99,999",2010,,
Charlottetown,297,"  $100,000 and over",8330,,
Charlottetown,298,"    $100,000 to $124,999",3715,,
Charlottetown,299,"    $125,000 to $149,999",2140,,
Charlottetown,300,"    $150,000 and over",2475,,
Charlottetown,336,  0 to 17 years,14955,7665,7285
Charlottetown,338,  18 to 64 years,48125,23470,24655
Charlottetown,339,  65 years and over,14265,6540,7720
Charlottetown,341,  0 to 17 years,2325,1210,1115
Charlottetown,343,  18 to 64 years,5675,2640,3035
Charlottetown,344,  65 years and over,2260,865,1400
Charlottetown,351,  0 to 17 years,14860,7620,7240
Charlottetown,353,  18 to 64 years,47955,23390,24570
Charlottetown,354,  65 years and over,14250,6535,7715
Charlottetown,356,  0 to 17 years,775,400,375
Charlottetown,358,  18 to 64 years,3080,1530,1550
Charlottetown,359,  65 years and over,225,95,130
Charlottetown,1457,  15 to 24 years,1765,,
Charlottetown,1458,  25 to 34 years,4650,,
Charlottetown,1459,  35 to 44 years,5370,,
Charlottetown,1460,  45 to 54 years,5560,,
Charlottetown,1461,  55 to 64 years,6255,,
Charlottetown,1462,  65 to 74 years,5690,,
Charlottetown,1463,  75 to 84 years,2825,,
Charlottetown,1464,  85 years and over,825,,
Charlottetown,1540,  5 to 14 years,1800,980,820
Charlottetown,1541,  15 to 24 years,1295,655,645
Charlottetown,1542,  25 to 44 years,3515,1570,1940
Summerside,9,  0 to 14 years,2700,1410,1290
Summerside,12,    10 to 14 years,1005,520,485
Summerside,13,  15 to 64 years,11160,5390,5765
Summerside,14,    15 to 19 years,995,500,495
Summerside,15,    20 to 24 years,1175,640,530
Summerside,16,    25 to 29 years,915,480,435
Summerside,17,    30 to 34 years,970,485,495
Summerside,18,    35 to 39 years,1010,460,550
Summerside,19,    40 to 44 years,1010,475,535
Summerside,20,    45 to 49 years,1135,540,595
Summerside,21,    50 to 54 years,1140,535,600
Summerside,22,    55 to 59 years,1440,675,765
Summerside,23,    60 to 64 years,1365,595,765
Summerside,24,  65 years and over,4295,1875,2420
Summerside,25,    65 to 69 years,1240,575,665
Summerside,26,    70 to 74 years,1145,530,615
Summerside,27,    75 to 79 years,775,315,460
Summerside,28,    80 to 84 years,575,240,340
Summerside,29,    85 years and over,560,215,345
Summerside,30,      85 to 89 years,380,150,235
Summerside,31,      90 to 94 years,125,40,85
Summerside,32,      95 to 99 years,45,20,25
Summerside,35,  0 to 14 years,14.9,16.2,13.6
Summerside,36,  15 to 64 years,61.5,62.1,60.8
Summerside,37,  65 years and over,23.7,21.6,25.5
Summerside,38,    85 years and over,3.1,2.5,3.6
Summerside,159,"    $10,000 to $19,999",1835,685,1150
Summerside,160,"    $20,000 to $29,999",2745,1145,1600
Summerside,161,"    $30,000 to $39,999",2380,1080,1300
Summerside,162,"    $40,000 to $49,999",2150,1040,1115
Summerside,163,"    $50,000 to $59,999",1525,765,760
Summerside,164,"    $60,000 to $69,999",980,535,440
Summerside,165,"    $70,000 to $79,999",610,355,255
Summerside,166,"    $80,000 to $89,999",390,205,185
Summerside,167,"    $90,000 to $99,999",305,155,155
Summerside,168,"    $100,000 and over",580,380,205
Summerside,169,"      $100,000 to $149,999",420,265,155
Summerside,170,"      $150,000 and over",160,120,45
Summerside,175,"    $10,000 to $19,999",1960,745,1215
Summerside,176,"    $20,000 to $29,999",3355,1440,1920
Summerside,177,"    $30,000 to $39,999",2905,1385,1520
Summerside,178,"    $40,000 to $49,999",2230,1120,1110
Summerside,179,"    $50,000 to $59,999",1320,690,635
Summerside,180,"    $60,000 to $69,999",705,400,300
Summerside,181,"    $70,000 to $79,999",420,200,220
Summerside,182,"    $80,000 to $89,999",210,125,85
Summerside,183,"    $90,000 to $99,999",105,70,35
Summerside,184,"    $100,000 and over",240,165,75
Summerside,185,"      $100,000 to $124,999",120,80,45
Summerside,186,"      $125,000 and over",120,90,35
Summerside,191,"    $5,000 to $9,999",935,395,540
Summerside,192,"    $10,000 to $19,999",1425,655,770
Summerside,193,"    $20,000 to $29,999",1225,580,650
Summerside,194,"    $30,000 to $39,999",1215,605,605
Summerside,195,"    $40,000 to $49,999",1175,615,560
Summerside,196,"    $50,000 to $59,999",930,510,420
Summerside,197,"    $60,000 to $69,999",620,350,270
Summerside,198,"    $70,000 to $79,999",415,245,170
Summerside,199,"    $80,000 to $89,999",295,140,155
Summerside,200,"    $90,000 to $99,999",225,110,115
Summerside,201,"    $100,000 and over",400,275,120
Summerside,202,"      $100,000 to $124,999",215,140,75
Summerside,203,"      $125,000 and over",190,140,45
Summerside,262,"  $5,000 to $9,999",45,,
Summerside,263,"  $10,000 to $14,999",125,,
Summerside,264,"  $15,000 to $19,999",180,,
Summerside,265,"  $20,000 to $24,999",560,,
Summerside,266,"  $25,000 to $29,999",370,,
Summerside,267,"  $30,000 to $34,999",395,,
Summerside,268,"  $35,000 to $39,999",405,,
Summerside,269,"  $40,000 to $44,999",420,,
Summerside,270,"  $45,000 to $49,999",400,,
Summerside,271,"  $50,000 to $59,999",715,,
Summerside,272,"  $60,000 to $69,999",670,,
Summerside,273,"  $70,000 to $79,999",585,,
Summerside,274,"  $80,000 to $89,999",505,,
Summerside,275,"  $90,000 to $99,999",455,,
Summerside,276,"  $100,000 and over",2080,,
Summerside,277,"    $100,000 to $124,999",835,,
Summerside,278,"    $125,000 to $149,999",490,,
Summerside,279,"    $150,000 to $199,999",460,,
Summerside,280,"    $200,000 and over",295,,
Summerside,283,"  $5,000 to $9,999",45,,
Summerside,284,"  $10,000 to $14,999",130,,
Summerside,285,"  $15,000 to $19,999",195,,
Summerside,286,"  $20,000 to $24,999",605,,
Summerside,287,"  $25,000 to $29,999",465,,
Summerside,288,"  $30,000 to $34,999",435,,
Summerside,289,"  $35,000 to $39,999",520,,
Summerside,290,"  $40,000 to $44,999",485,,
Summerside,291,"  $45,000 to $49,999",445,,
Summerside,292,"  $50,000 to $59,999",815,,
Summerside,293,"  $60,000 to $69,999",730,,
Summerside,294,"  $70,000 to $79,999",635,,
Summerside,295,"  $80,000 to $89,999",550,,
Summerside,296,"  $90,000 to $99,999",445,,
Summerside,297,"  $100,000 and over",1385,,
Summerside,298,"    $100,000 to $124,999",675,,
Summerside,299,"    $125,000 to $149,999",340,,
Summerside,300,"    $150,000 and over",375,,
Summerside,336,  0 to 17 years,3315,1735,1580
Summerside,338,  18 to 64 years,10390,4970,5420
Summerside,339,  65 years and over,3965,1750,2215
Summerside,341,  0 to 17 years,595,305,290
Summerside,343,  18 to 64 years,1235,525,710
Summerside,344,  65 years and over,940,325,615
Summerside,351,  0 to 17 years,3315,1730,1585
Summerside,353,  18 to 64 years,10390,4970,5415
Summerside,354,  65 years and over,3970,1755,2220
Summerside,356,  0 to 17 years,110,60,55
Summerside,358,  18 to 64 years,490,240,250
Summerside,359,  65 years and over,40,10,30
Summerside,1457,  15 to 24 years,265,,
Summerside,1458,  25 to 34 years,925,,
Summerside,1459,  35 to 44 years,1085,,
Summerside,1460,  45 to 54 years,1365,,
Summerside,1461,  55 to 64 years,1630,,
Summerside,1462,  65 to 74 years,1480,,
Summerside,1463,  75 to 84 years,855,,
Summerside,1464,  85 years and over,350,,
Summerside,1540,  5 to 14 years,165,90,75
Summerside,1541,  15 to 24 years,220,140,85
Summerside,1542,  25 to 44 years,480,210,265
Halifax,9,  0 to 14 years,69345,35530,33810
Halifax,12,    10 to 14 years,24195,12480,11715
Halifax,13,  15 to 64 years,315485,155320,160170
Halifax,14,    15 to 19 years,23330,12020,11310
Halifax,15,    20 to 24 years,33365,17205,16160
Halifax,16,    25 to 29 years,36205,18150,18055
Halifax,17,    30 to 34 years,34790,17190,17600
Halifax,18,    35 to 39 years,32335,15800,16535
Halifax,19,    40 to 44 years,29970,14420,15545
Halifax,20,    45 to 49 years,29485,14210,15270
Halifax,21,    50 to 54 years,30110,14365,15745
Halifax,22,    55 to 59 years,34180,16670,17510
Halifax,23,    60 to 64 years,31710,15285,16425
Halifax,24,  65 years and over,80875,36280,44595
Halifax,25,    65 to 69 years,26525,12360,14165
Halifax,26,    70 to 74 years,22415,10395,12020
Halifax,27,    75 to 79 years,14655,6725,7930
Halifax,28,    80 to 84 years,9035,3850,5185
Halifax,29,    85 years and over,8240,2950,5290
Halifax,30,      85 to 89 years,5365,2135,3230
Halifax,31,      90 to 94 years,2165,690,1470
Halifax,32,      95 to 99 years,620,105,515
Halifax,35,  0 to 14 years,14.9,15.6,14.2
Halifax,36,  15 to 64 years,67.7,68.4,67.1
Halifax,37,  65 years and over,17.4,16,18.7
Halifax,38,    85 years and over,1.8,1.3,2.2
Halifax,159,"    $10,000 to $19,999",42110,16965,25145
Halifax,160,"    $20,000 to $29,999",57700,24390,33310
Halifax,161,"    $30,000 to $39,999",49810,21655,28155
Halifax,162,"    $40,000 to $49,999",44225,19560,24670
Halifax,163,"    $50,000 to $59,999",35475,16960,18520
Halifax,164,"    $60,000 to $69,999",27905,15080,12830
Halifax,165,"    $70,000 to $79,999",21980,12535,9445
Halifax,166,"    $80,000 to $89,999",18695,10590,8105
Halifax,167,"    $90,000 to $99,999",13835,7805,6030
Halifax,168,"    $100,000 and over",35890,23670,12220
Halifax,169,"      $100,000 to $149,999",24870,15870,9005
Halifax,170,"      $150,000 and over",11015,7795,3215
Halifax,175,"    $10,000 to $19,999",44750,18235,26515
Halifax,176,"    $20,000 to $29,999",68645,29720,38925
Halifax,177,"    $30,000 to $39,999",62110,27420,34690
Halifax,178,"    $40,000 to $49,999",51420,24260,27160
Halifax,179,"    $50,000 to $59,999",38405,20720,17690
Halifax,180,"    $60,000 to $69,999",28445,16135,12310
Halifax,181,"    $70,000 to $79,999",18905,10555,8350
Halifax,182,"    $80,000 to $89,999",11075,6835,4240
Halifax,183,"    $90,000 to $99,999",6550,4245,2305
Halifax,184,"    $100,000 and over",15215,10630,4585
Halifax,185,"      $100,000 to $124,999",7780,5325,2455
Halifax,186,"      $125,000 and over",7435,5300,2130
Halifax,191,"    $5,000 to $9,999",22290,9820,12470
Halifax,192,"    $10,000 to $19,999",33150,14870,18280
Halifax,193,"    $20,000 to $29,999",26790,12515,14275
Halifax,194,"    $30,000 to $39,999",26280,12290,13990
Halifax,195,"    $40,000 to $49,999",26170,11835,14335
Halifax,196,"    $50,000 to $59,999",22115,11155,10960
Halifax,197,"    $60,000 to $69,999",18605,10480,8120
Halifax,198,"    $70,000 to $79,999",15995,9145,6855
Halifax,199,"    $80,000 to $89,999",14735,8280,6455
Halifax,200,"    $90,000 to $99,999",10960,6290,4665
Halifax,201,"    $100,000 and over",26610,17900,8710
Halifax,202,"      $100,000 to $124,999",13305,8395,4910
Halifax,203,"      $125,000 and over",13305,9510,3800
Halifax,262,"  $5,000 to $9,999",1235,,
Halifax,263,"  $10,000 to $14,999",3365,,
Halifax,264,"  $15,000 to $19,999",3105,,
Halifax,265,"  $20,000 to $24,999",7745,,
Halifax,266,"  $25,000 to $29,999",6420,,
Halifax,267,"  $30,000 to $34,999",6690,,
Halifax,268,"  $35,000 to $39,999",7435,,
Halifax,269,"  $40,000 to $44,999",7825,,
Halifax,270,"  $45,000 to $49,999",7970,,
Halifax,271,"  $50,000 to $59,999",15390,,
Halifax,272,"  $60,000 to $69,999",15045,,
Halifax,273,"  $70,000 to $79,999",14015,,
Halifax,274,"  $80,000 to $89,999",13200,,
Halifax,275,"  $90,000 to $99,999",12120,,
Halifax,276,"  $100,000 and over",76910,,
Halifax,277,"    $100,000 to $124,999",24040,,
Halifax,278,"    $125,000 to $149,999",17335,,
Halifax,279,"    $150,000 to $199,999",19905,,
Halifax,280,"    $200,000 and over",15630,,
Halifax,283,"  $5,000 to $9,999",1285,,
Halifax,284,"  $10,000 to $14,999",3435,,
Halifax,285,"  $15,000 to $19,999",3375,,
Halifax,286,"  $20,000 to $24,999",8490,,
Halifax,287,"  $25,000 to $29,999",7910,,
Halifax,288,"  $30,000 to $34,999",8510,,
Halifax,289,"  $35,000 to $39,999",9505,,
Halifax,290,"  $40,000 to $44,999",9525,,
Halifax,291,"  $45,000 to $49,999",9475,,
Halifax,292,"  $50,000 to $59,999",18895,,
Halifax,293,"  $60,000 to $69,999",18300,,
Halifax,294,"  $70,000 to $79,999",16530,,
Halifax,295,"  $80,000 to $89,999",14710,,
Halifax,296,"  $90,000 to $99,999",12505,,
Halifax,297,"  $100,000 and over",55690,,
Halifax,298,"    $100,000 to $124,999",23225,,
Halifax,299,"    $125,000 to $149,999",14470,,
Halifax,300,"    $150,000 and over",17990,,
Halifax,336,  0 to 17 years,83040,42575,40465
Halifax,338,  18 to 64 years,300080,147095,152985
Halifax,339,  65 years and over,78015,35400,42620
Halifax,341,  0 to 17 years,12160,6295,5865
Halifax,343,  18 to 64 years,32745,15550,17205
Halifax,344,  65 years and over,10555,4015,6540
Halifax,351,  0 to 17 years,82330,42220,40105
Halifax,353,  18 to 64 years,298310,146260,152055
Halifax,354,  65 years and over,77505,35180,42325
Halifax,356,  0 to 17 years,4160,2135,2025
Halifax,358,  18 to 64 years,19390,9975,9410
Halifax,359,  65 years and over,1375,570,805
Halifax,1457,  15 to 24 years,9195,,
Halifax,1458,  25 to 34 years,33885,,
Halifax,1459,  35 to 44 years,34235,,
Halifax,1460,  45 to 54 years,34295,,
Halifax,1461,  55 to 64 years,38950,,
Halifax,1462,  65 to 74 years,29945,,
Halifax,1463,  75 to 84 years,15475,,
Halifax,1464,  85 years and over,5165,,
Halifax,1540,  5 to 14 years,9490,4985,4500
Halifax,1541,  15 to 24 years,7380,3605,3775
Halifax,1542,  25 to 44 years,24890,11990,12900
Kentville,9,  0 to 14 years,3845,1980,1865
Kentville,12,    10 to 14 years,1410,745,665
Kentville,13,  15 to 64 years,16805,8170,8635
Kentville,14,    15 to 19 years,1415,730,680
Kentville,15,    20 to 24 years,1460,775,685
Kentville,16,    25 to 29 years,1405,690,720
Kentville,17,    30 to 34 years,1525,725,800
Kentville,18,    35 to 39 years,1460,690,770
Kentville,19,    40 to 44 years,1615,755,865
Kentville,20,    45 to 49 years,1625,775,850
Kentville,21,    50 to 54 years,1875,915,960
Kentville,22,    55 to 59 years,2170,1045,1115
Kentville,23,    60 to 64 years,2255,1070,1185
Kentville,24,  65 years and over,6280,2865,3410
Kentville,25,    65 to 69 years,1975,930,1045
Kentville,26,    70 to 74 years,1740,830,905
Kentville,27,    75 to 79 years,1170,530,645
Kentville,28,    80 to 84 years,710,315,390
Kentville,29,    85 years and over,685,260,425
Kentville,30,      85 to 89 years,440,190,250
Kentville,31,      90 to 94 years,200,65,135
Kentville,32,      95 to 99 years,40,10,35
Kentville,35,  0 to 14 years,14.3,15.2,13.4
Kentville,36,  15 to 64 years,62.4,62.7,62.1
Kentville,37,  65 years and over,23.3,22,24.5
Kentville,38,    85 years and over,2.5,2,3.1
Kentville,159,"    $10,000 to $19,999",3060,1200,1860
Kentville,160,"    $20,000 to $29,999",4125,1780,2350
Kentville,161,"    $30,000 to $39,999",3235,1460,1780
Kentville,162,"    $40,000 to $49,999",2815,1325,1490
Kentville,163,"    $50,000 to $59,999",1995,1065,930
Kentville,164,"    $60,000 to $69,999",1340,800,535
Kentville,165,"    $70,000 to $79,999",1025,580,445
Kentville,166,"    $80,000 to $89,999",790,445,345
Kentville,167,"    $90,000 to $99,999",540,310,235
Kentville,168,"    $100,000 and over",1170,770,400
Kentville,169,"      $100,000 to $149,999",825,540,290
Kentville,170,"      $150,000 and over",345,230,110
Kentville,175,"    $10,000 to $19,999",3220,1270,1950
Kentville,176,"    $20,000 to $29,999",4845,2130,2710
Kentville,177,"    $30,000 to $39,999",3965,1855,2115
Kentville,178,"    $40,000 to $49,999",2975,1545,1425
Kentville,179,"    $50,000 to $59,999",1870,1075,800
Kentville,180,"    $60,000 to $69,999",1300,720,575
Kentville,181,"    $70,000 to $79,999",750,405,345
Kentville,182,"    $80,000 to $89,999",365,225,135
Kentville,183,"    $90,000 to $99,999",235,155,75
Kentville,184,"    $100,000 and over",480,320,155
Kentville,185,"      $100,000 to $124,999",260,175,85
Kentville,186,"      $125,000 and over",220,150,70
Kentville,191,"    $5,000 to $9,999",1245,525,720
Kentville,192,"    $10,000 to $19,999",1915,860,1055
Kentville,193,"    $20,000 to $29,999",1730,845,885
Kentville,194,"    $30,000 to $39,999",1675,775,895
